age,transaction_amount,account_balance,num_transactions_today,is_foreign_transaction,transaction_hour,prev_fraud_flag,merchant_distance_km,merchant_risk_score,is_fraud
30,11208.76,25056.065000000002,41,no,7,no,2500.6287832408643,4.0,yes
32,8876.54,23725.92,5,no,3,no,3262.8,4.5,no
68,7071.11,14000.15,39,yes,15,no,185.4,4.0,no
36,3973.43,31470.65,5,no,0,yes,873.1,5.2,yes
73,6572.3,48791.9,33,no,15,no,910.9,5.5,yes
49,2535.4,3057.32,24,no,11,no,4409.3,1.2,no
62,2359.57,18317.2,1,no,22,no,1940.2,2.3,no
61,11056.35,37844.49,15,no,3,yes,4638.6,9.9,yes
24,4784.33,27869.43,49,no,10,no,4324.1,9.8,no
33,11880.29,2354.99,33,no,13,no,3043.5,3.3,no
29,12978.53,34479.69,29,no,11,no,614.0,3.4,no
72,13339.9,41142.46,48,no,14,no,906.3,9.3,yes
45,12028.0,15686.7,28,yes,17,no,1678.5,4.2,yes
50,2448.92,31911.56,47,yes,4,no,3892.2,5.3,yes
22,6250.44,45257.18,10,no,2,no,1441.2,5.2,no
63,6183.47,7888.99,46,no,5,no,133.1,5.8,no
67,13950.99,5643.38,36,yes,5,no,4663.9,4.7,yes
65,7246.52,16926.93,13,no,13,no,2711.5,8.4,yes
32,5599.19,19648.07,23,no,16,no,1935.1,2.6,no
26,9913.48,49882.22,15,yes,21,yes,1225.2,3.9,yes
20,5140.95,22418.53,39,no,12,no,4127.1,5.2,yes
61,4373.11,38298.99,17,no,0,no,657.9,8.0,no
56,14144.59,6855.49,6,no,0,no,2603.5,4.6,no
24,30.31,42074.26,24,no,1,no,409.0,6.3,no
67,1982.87,33601.78,25,no,2,yes,3062.6,8.5,no
24,7177.98,16646.02,21,no,16,no,4777.0,8.1,yes
48,11882.89,32495.52,45,no,12,no,1109.4,7.6,yes
39,10573.3,41364.15,5,yes,11,no,1438.6,2.2,yes
54,7468.145,17146.15,9,no,17,no,2148.5,7.3,yes
26,3762.93,19397.6,43,no,12,no,73.1,5.2,no
66,9304.87,15686.85,7,no,0,yes,2328.5,9.5,yes
31,13175.04,43880.03,37,no,8,no,974.6,8.3,yes
28,2741.56,8080.44,17,no,17,no,4852.2,8.3,yes
74,4147.91,27933.56,20,no,15,no,994.3,2.0,no
32,11722.82,33484.93,17,yes,4,no,4485.4,7.6,yes
65,12261.18,20921.16,48,no,11,no,580.3,9.5,no
62,5379.86,21112.91,17,no,4,no,1016.9,4.9,no
26,13984.56,2397.09,2,no,12,no,2046.8,8.2,yes
38,9494.61,21513.33,48,no,14,no,934.4,3.7,yes
18,5874.09,21087.58,13,no,0,no,4269.5,4.2,no
21,10422.94,6847.94,33,no,5,no,4610.6,8.6,yes
38,4864.98,36078.93,15,no,16,no,4715.9,2.4,yes
45,1649.03,30074.44,28,no,16,no,2997.3,9.5,yes
74,14222.58,17642.96,25,no,15,no,4972.3,7.0,yes
60,7132.9,39300.73,14,no,19,no,164.5,1.0,no
22,12571.59,24120.9,20,no,11,no,3385.3,1.2,yes
26,2854.38,34872.64,10,no,0,no,2464.5,6.9,no
25,1218.71,11565.54,20,no,5,no,2084.5,1.3,no
57,102.67,34233.09,35,yes,15,no,4326.9,9.2,no
47,13279.99,48212.69,17,no,20,no,59.7,8.6,yes
19,13784.0,33028.88,16,no,21,no,646.9,1.1,no
34,9451.67,2114.47,26,no,11,yes,70.8,4.7,yes
23,11259.15,18734.28,30,no,8,yes,1352.8,3.1,yes
45,12714.35,29614.84,23,no,17,no,3839.9,7.1,yes
63,10449.52,15037.92,12,no,16,no,1050.6,6.3,no
21,5613.57,44482.98,3,no,0,no,2179.7,6.1,no
33,14761.98,14263.94,22,no,8,no,782.8,9.7,yes
41,5674.67,7475.9,47,yes,5,no,892.1,2.0,no
61,11358.54,20916.78,21,no,21,no,4072.1,6.3,no
40,117.01,35418.81,43,no,15,no,3145.0,8.2,no
70,2449.99,27231.65,35,yes,23,yes,1043.2,5.8,yes
51,6194.2,10792.51,32,no,7,no,610.3,6.0,no
71,1756.38,8614.36,25,no,4,no,4584.1,9.4,yes
26,2233.49,41159.77,34,no,12,no,1503.5,6.0,no
34,9166.98,27979.3,30,no,7,no,3899.0,2.6,no
28,9175.87,44511.79,19,no,12,no,8.2,3.0,no
22,2.73,34057.72,1,no,21,no,1819.8,5.7,no
73,11095.19,21155.73,19,no,11,no,3615.0,5.50938715643135,no
46,10739.05,34792.67,4,no,15,no,3431.8,7.8,no
56,7073.48,2987.07,42,no,4,no,1137.2,5.7,yes
32,12798.48,49752.05,5,no,16,no,1841.8,9.5,yes
40,14913.02,44356.26,42,yes,22,yes,2635.7,5.5,yes
26,8655.33,23371.78,46,no,3,no,2885.0,7.6,yes
63,9377.55,47088.14,7,no,1,no,4900.2,5.5,no
23,1634.67,21108.26,24,no,15,no,4498.6,1.2,no
38,6210.25,42426.42,30,yes,20,no,3520.8,4.6,yes
44,11199.28,37700.98,18,no,10,no,4201.2,5.50938715643135,yes
68,2919.54,15261.47,35,no,4,no,2008.8,1.1,no
18,6882.67,15148.1,31,no,10,no,2015.5,1.5,yes
60,13029.98,48207.72,43,no,11,no,520.3,2.9,no
53,8352.62,15246.51,25,no,23,no,1968.3,9.0,no
38,10246.16,10138.98,13,no,7,no,1642.9,3.1,no
44,9671.02,24520.03,24,yes,4,no,2190.6,8.9,yes
69,2821.5,2607.29,30,no,23,no,19.2,4.1,no
18,10579.26,12410.89,18,no,11,no,2384.4,6.0,no
68,7819.57,42417.53,23,no,18,no,4368.4,1.7,no
48,7930.7,17832.64,5,no,14,no,4338.2,4.9,yes
64,3546.55,737.7,9,no,17,no,26.4,8.5,no
29,14479.43,45970.79,26,no,10,no,4101.5,5.9,yes
49,5292.08,31999.91,16,no,15,no,1961.8,6.1,yes
67,14338.85,36587.74,14,yes,6,no,3861.5,3.2,yes
60,1208.58,21001.64,10,no,9,no,4975.4,1.3,no
37,9333.98,49222.0,43,no,4,no,2242.4,5.9,no
57,11455.1,46869.32,44,no,5,yes,4229.3,9.0,yes
43,4582.93,21626.33,44,yes,6,yes,2024.0,5.1,yes
50,1555.24,9471.89,35,no,12,no,3038.2,1.8,no
68,2370.94,33959.52,7,no,18,no,3057.0,5.50938715643135,no
43,5654.38,8581.11,25,no,2,no,4496.1,1.3,no
62,10585.37,25450.94,30,no,4,no,1269.4,5.2,no
35,8197.06,35123.54,7,no,19,no,1720.0,6.7,yes
23,4567.22,18553.98,47,no,10,no,3938.9,8.8,yes
68,6929.45,49283.33,21,no,20,no,410.5,6.4,no
62,13296.06,3797.49,6,no,4,no,2245.5,2.4,no
71,10447.29,6247.18,22,no,21,no,1354.1,1.4,no
27,7468.145,5807.82,22,no,2,no,1271.8,1.6,no
21,2513.28,16241.06,15,yes,19,no,2008.7,5.6,yes
22,13270.89,4873.67,18,no,23,no,2267.1,7.4,yes
24,11845.37,42987.4,20,no,20,no,3340.7,2.5,no
36,7657.38,6337.97,2,no,18,no,1460.2,7.5,no
67,12115.15,15226.21,4,no,3,no,2526.1,7.8,no
61,8570.15,478.92,18,no,11,no,250.5,2.4,no
19,6461.04,1269.9,24,no,3,no,3006.5,1.4,no
69,7285.56,36377.22,8,yes,9,no,1845.9,8.3,yes
66,2977.99,25056.065000000002,44,no,5,no,4015.7,2.9,no
18,179.47,32346.03,11,no,4,no,4135.3,4.2,no
56,1676.25,770.79,3,no,23,no,4721.5,6.6,yes
45,4207.21,6975.65,18,no,14,no,2536.0,4.9,yes
50,7167.28,46984.61,25,no,18,no,1884.4,6.9,no
74,613.49,22413.03,21,no,1,yes,3874.3,4.6,yes
73,524.33,31325.4,43,yes,6,no,1445.8,9.8,yes
38,8670.11,36237.1,19,no,22,no,2500.6287832408643,9.6,yes
33,6495.78,43520.94,34,no,7,no,1359.5,1.2,no
72,2553.11,19575.53,14,yes,21,no,1698.1,5.2,no
57,7186.28,31303.51,4,yes,22,no,60.7,2.6,no
25,34.83,37845.96,16,yes,18,no,1333.4,3.9,no
35,14764.82,40768.7,19,no,5,no,2103.2,2.6,no
53,7992.24,27797.35,32,no,3,no,2079.4,9.0,no
28,5983.95,44869.44,47,no,0,yes,3572.4,6.4,yes
35,3704.46,16198.67,2,no,0,no,3978.8,5.50938715643135,yes
35,689.67,39624.37,44,no,2,no,53.2,8.9,no
29,2038.32,25963.88,20,no,11,no,3896.8,6.3,no
58,2059.52,39254.26,36,no,20,no,2500.6287832408643,2.1,no
52,5438.43,48544.02,14,yes,15,no,2836.6,1.9,yes
56,1264.24,49394.57,42,no,7,yes,3978.2,1.8,yes
31,6131.81,16089.86,15,no,1,no,583.5,5.50938715643135,no
64,1419.1,26236.16,37,yes,20,no,3478.8,5.3,yes
51,10973.15,16896.7,21,no,22,no,3680.1,2.6,yes
18,11122.43,7761.34,17,no,2,yes,1288.5,2.1,yes
28,503.5,38940.9,22,no,13,no,4773.5,3.5,no
38,13787.65,6571.85,40,no,11,no,4136.9,5.50938715643135,yes
37,11839.94,29714.67,16,no,11,no,3128.9,3.7,no
40,2815.6,31320.95,5,no,18,no,809.6,2.2,no
30,8224.27,40816.63,1,no,17,no,484.0,7.5,no
46,5532.45,42548.77,47,no,7,no,2966.9,9.8,yes
39,716.89,19908.26,13,no,16,no,634.6,3.5,no
50,1565.85,28135.26,8,no,0,yes,3689.5,9.7,yes
18,4840.53,3815.77,26,yes,13,no,4657.4,9.8,yes
24,13257.5,32999.7,30,no,11,no,2173.8,9.5,no
39,3311.97,14611.55,43,no,23,no,354.5,5.1,no
36,10904.93,48088.45,17,no,13,no,3965.6,8.1,yes
39,4425.82,31971.78,41,yes,21,no,1061.1,6.9,no
28,13073.88,16855.18,44,no,2,no,1716.3,5.50938715643135,no
26,13591.84,6712.31,47,no,23,no,978.5,4.2,yes
26,2721.45,13877.78,14,no,16,no,3712.4,9.3,yes
34,11468.13,25851.89,40,yes,0,no,2500.6287832408643,5.5,yes
65,8551.74,44930.36,19,no,22,no,4710.2,7.7,yes
27,5840.21,40326.13,4,no,19,no,1904.5,5.4,no
36,5874.36,23211.35,13,no,9,yes,4333.3,3.9,yes
73,10399.03,459.0,24,no,15,no,1438.4,2.3,no
33,12769.25,43678.52,3,no,6,no,1565.8,9.0,no
36,9224.81,19568.74,36,no,3,no,1210.9,3.2,no
68,7151.38,39340.13,13,no,2,no,4781.4,7.0,yes
53,11404.78,46618.42,41,no,18,no,3952.4,2.9,no
65,7322.13,3890.51,30,no,17,no,3626.2,10.0,yes
49,7771.48,36016.19,10,yes,22,no,4933.9,1.7,yes
42,5310.56,36009.66,24,no,6,no,4695.5,4.0,yes
21,1160.15,569.41,44,yes,6,no,271.8,3.2,no
23,2613.88,12833.61,42,no,23,no,2979.4,4.3,yes
60,2979.9,14758.16,47,no,11,no,75.2,4.9,no
28,5918.11,44657.26,46,no,22,no,3311.0,3.7,yes
39,9378.8,29143.22,24,yes,16,no,3255.3,2.4,no
22,3846.2,28894.11,42,no,23,yes,2388.1,5.2,yes
27,8784.92,30395.26,19,no,22,no,676.4,7.4,no
28,13187.57,12387.02,18,no,7,yes,3475.2,1.1,yes
53,11667.47,16436.13,47,no,19,no,651.2,6.2,yes
70,14708.08,33879.22,16,no,10,no,3994.8,8.0,no
38,6723.91,2125.52,25,no,1,no,1200.7,5.1,no
37,3257.55,27181.27,9,yes,5,no,199.0,2.0,no
36,13128.39,25056.065000000002,38,no,2,no,670.2,8.4,no
27,8102.02,48804.72,46,no,2,no,3798.0,1.4,yes
23,7403.02,29681.22,47,no,14,no,3871.2,9.3,yes
71,272.28,27963.52,8,no,19,no,4879.0,1.9,no
43,4266.95,14728.64,5,no,14,no,1385.8,7.4,yes
47,2812.76,20051.69,39,no,20,no,2240.6,5.9,no
69,14415.55,23888.75,47,no,3,no,1128.8,4.1,no
58,7365.97,30834.11,14,no,7,no,2178.4,6.3,no
61,12931.59,10347.23,49,yes,20,no,1479.3,3.4,yes
32,3877.74,45904.98,13,no,18,no,4002.5,4.5,no
30,8903.46,16175.82,6,no,16,no,949.3,5.9,yes
60,5935.51,20533.8,8,no,11,no,209.3,4.9,no
64,4388.4,44406.73,23,no,2,yes,1920.5,9.1,yes
42,894.15,48029.57,26,yes,11,no,1069.1,9.3,yes
24,8132.44,16134.25,25,no,16,no,4596.1,8.7,yes
23,12442.21,27453.8,11,no,1,no,3344.7,4.3,yes
54,13402.45,32965.12,47,no,23,yes,2795.9,4.2,yes
68,10245.86,43881.02,5,no,19,no,4793.4,2.3,no
52,9412.4,10629.64,23,no,14,no,1283.2,3.1,no
50,9564.52,5850.82,47,no,10,no,3688.4,3.5,yes
56,8857.97,30465.19,6,yes,7,no,2500.6287832408643,4.0,yes
22,2244.02,34755.86,43,no,22,no,552.5,3.3,yes
61,2925.46,27280.18,33,no,22,no,881.6,6.4,no
55,6482.56,35462.7,21,yes,20,no,3923.5,3.6,yes
41,12957.4,11900.45,1,no,11,no,2651.2,8.0,yes
37,1659.7,18651.36,4,no,0,no,1536.2,7.1,no
46,14329.67,7150.52,2,no,9,no,1071.3,3.0,no
67,12520.63,7578.56,27,no,9,no,3330.8,5.1,no
60,8331.7,22969.62,31,no,5,no,3504.4,6.6,yes
44,13189.55,2196.73,31,no,16,yes,4194.0,3.0,yes
66,13143.64,12432.14,44,yes,0,no,3558.5,9.9,yes
18,5405.67,16503.6,40,no,10,no,2641.6,6.1,no
22,2854.86,25056.065000000002,2,no,14,no,4138.9,2.5,no
62,10565.21,22137.01,33,no,7,no,1511.6,7.1,no
71,3954.34,17993.0,1,no,3,no,3080.4,9.3,no
39,3191.25,12185.79,35,no,21,no,2252.1,3.2,no
61,13967.13,46378.26,24,yes,5,no,1310.9,6.4,yes
72,9613.23,44808.29,36,no,6,no,1896.7,3.0,no
30,3790.57,43455.99,11,no,12,no,2772.0,2.0,no
29,5532.87,16468.75,47,no,1,no,3328.2,6.5,yes
35,7612.96,42045.84,6,no,13,no,619.1,5.6,no
71,6081.62,40933.66,19,yes,7,no,4000.0,4.0,no
27,13612.74,47588.82,38,no,16,no,3354.0,8.0,yes
43,8830.78,3966.28,39,no,7,no,2239.8,9.1,yes
38,1404.34,13809.09,47,no,14,no,2179.0,5.6,no
20,7503.15,24173.03,17,no,3,no,1504.5,6.8,no
48,9215.88,33801.9,34,yes,14,no,2693.4,4.7,yes
70,8946.1,10900.34,7,no,2,no,3715.8,6.6,yes
32,6839.33,37352.91,29,no,4,no,2677.0,9.3,yes
52,890.63,7984.2,8,yes,11,no,3241.1,7.3,no
47,2522.86,41897.44,16,no,8,no,2283.3,8.8,no
67,7072.03,13981.4,12,no,20,no,1485.6,2.5,no
34,11351.05,682.85,26,no,13,no,4118.9,3.8,yes
37,3288.38,17797.77,25,no,11,no,1940.0,5.8,yes
51,14645.57,9144.84,38,no,14,no,1687.4,6.9,yes
33,7716.19,18049.19,18,no,2,no,2726.6,5.0,no
20,9328.71,17012.35,48,yes,15,no,542.7,2.1,yes
19,7407.54,24612.97,26,yes,10,no,314.7,1.2,no
22,9907.31,5421.06,12,yes,11,no,243.7,4.7,no
53,5457.37,4725.76,23,no,7,no,2595.4,1.0,no
62,14024.64,47922.25,17,no,7,no,1480.0,9.7,yes
71,10726.21,39023.53,12,no,1,yes,2014.0,9.3,yes
37,8604.81,22481.06,14,no,9,no,4009.3,6.7,yes
26,6297.24,48223.88,19,no,5,yes,2889.1,4.1,yes
72,6949.78,27890.56,13,no,12,no,3446.4,9.0,yes
59,165.02,22789.09,16,no,16,no,246.9,6.9,no
68,8233.05,15296.4,16,yes,2,yes,3123.8,6.3,yes
71,7948.19,15115.36,2,yes,22,no,2500.6287832408643,1.9,no
41,13693.7,292.18,36,no,5,yes,4817.2,2.3,yes
47,3581.55,37534.41,47,no,19,no,1065.3,9.7,yes
51,9534.42,30517.47,34,no,4,no,2935.3,1.8,no
52,11504.37,16209.57,30,yes,2,no,1413.0,8.9,yes
42,364.88,24038.81,40,no,21,no,4965.4,9.5,yes
32,5449.39,20101.36,14,yes,7,no,4371.8,8.2,yes
60,2577.27,14971.11,19,yes,13,no,4586.2,9.0,yes
52,11565.79,20258.08,32,no,9,no,736.4,5.5,no
20,11862.2,31869.57,49,no,23,no,2199.3,3.0,yes
28,1492.44,7075.74,45,no,11,no,1110.6,1.0,no
23,13137.48,30798.1,30,no,14,no,1909.7,9.0,yes
22,6841.69,33442.97,2,no,14,no,1724.7,7.6,no
21,5263.77,23455.0,14,no,14,no,1599.0,9.1,no
23,9122.21,33909.3,15,no,17,no,399.5,3.0,yes
32,6464.42,8697.81,30,no,20,no,115.2,8.1,yes
43,12555.51,42361.67,29,yes,4,no,4585.2,9.1,yes
54,9951.64,20084.95,23,no,20,no,3526.5,2.9,no
55,8257.04,28269.66,37,no,6,no,2150.1,6.6,no
35,12886.91,11724.39,35,no,3,no,4605.2,5.2,yes
47,11529.35,39990.9,31,no,17,no,4242.7,9.3,yes
46,1810.78,34044.25,38,no,13,no,2500.6287832408643,3.0,no
37,3134.22,44238.75,48,no,11,no,2493.5,4.3,no
38,4493.5,46551.43,17,no,3,no,113.7,4.4,no
68,13786.58,35274.39,37,no,11,no,572.8,1.1,yes
45,7319.7,21673.26,14,yes,8,no,2577.4,2.5,yes
43,10683.29,49572.08,21,no,3,no,2794.3,8.6,yes
38,7933.16,46248.33,3,no,19,yes,2078.2,6.3,yes
24,11887.11,34604.35,4,no,19,no,1888.1,1.2,no
67,6316.77,42586.33,24,no,7,no,3434.2,1.9,no
43,10757.76,45677.85,13,no,8,no,3785.4,5.1,no
65,8284.72,10105.28,35,no,21,no,4639.2,8.1,no
44,11913.05,25056.065000000002,31,no,15,no,1036.2,5.5,no
21,11836.83,46549.36,29,yes,7,no,1874.8,3.6,yes
38,3410.02,10279.23,30,no,8,yes,2183.8,1.0,no
26,652.83,32869.62,21,yes,10,no,2764.0,5.5,yes
34,14567.46,4803.84,9,no,8,no,2895.1,8.2,no
38,11542.33,29619.54,26,no,22,no,278.0,9.1,no
26,2936.32,14708.8,37,yes,1,no,2118.5,9.9,yes
51,12591.68,3673.48,35,no,14,no,1323.5,4.3,yes
52,7323.58,9923.35,47,no,19,no,1222.7,7.6,yes
27,10252.3,12062.75,33,no,15,no,1420.1,5.8,yes
72,7863.76,24334.83,29,no,12,no,790.6,2.8,no
55,14113.51,12660.2,2,no,11,yes,565.8,7.4,yes
39,5466.74,47079.27,39,no,21,no,4968.5,1.7,yes
57,10588.87,7152.84,37,no,13,no,4225.7,8.3,yes
26,300.13,5586.07,48,no,15,no,2841.7,6.3,no
28,7468.145,45444.87,40,yes,20,no,4017.3,9.1,yes
35,1365.99,37485.99,33,no,11,no,2166.4,3.9,no
63,4338.39,29783.05,23,yes,7,no,3085.2,2.6,yes
23,10820.18,49504.56,14,yes,11,no,2474.2,5.50938715643135,yes
62,9992.96,34230.99,45,no,8,no,722.7,1.9,no
24,7468.145,652.13,2,no,12,no,2943.4,1.2,no
69,7468.145,40415.53,40,no,15,no,2979.4,6.7,yes
28,9714.06,21756.23,48,no,17,no,4088.5,1.5,yes
72,1987.88,39414.79,22,yes,4,no,3591.0,4.4,no
37,13427.25,23135.37,21,no,9,yes,1635.9,4.9,yes
63,7422.8,3791.46,36,no,15,no,1485.7,3.5,no
46,5170.27,29761.76,7,no,2,no,4434.4,5.5,yes
23,2858.69,17604.4,32,no,23,no,1316.8,7.1,no
45,12403.87,30949.9,48,no,2,no,3111.6,1.9,no
39,9903.45,29227.19,28,no,7,no,4856.8,1.6,yes
40,8230.32,6053.26,47,no,10,no,379.4,4.9,no
44,6348.5,18273.52,12,no,19,no,4631.5,3.3,no
47,12939.07,20937.09,33,no,4,yes,791.2,2.2,yes
25,7365.8,39546.53,44,no,21,no,4021.5,2.6,no
27,4683.38,9062.7,44,no,11,no,1880.9,6.9,yes
53,13734.42,774.05,27,no,11,no,816.2,7.9,no
44,10190.48,25955.97,43,no,5,no,794.6,3.7,no
56,9978.66,13716.09,5,no,21,no,2393.3,1.7,no
59,14492.69,21765.26,48,no,5,no,644.3,4.7,no
64,6618.32,6133.45,2,no,15,no,3540.9,1.8,yes
25,674.91,35330.46,2,no,3,no,1053.1,3.9,no
23,1131.37,10990.38,41,no,6,no,4663.1,6.3,no
67,3044.03,2882.35,25,no,0,no,4559.9,4.3,no
26,9977.73,3191.82,33,no,20,no,1186.7,9.7,yes
72,10142.27,24781.13,47,no,12,yes,1186.8,2.8,yes
67,3236.08,38732.39,34,no,20,no,4524.6,5.1,yes
51,13227.24,29005.08,21,yes,20,no,2685.2,9.8,yes
38,9418.98,48912.07,20,no,9,no,4865.1,9.8,yes
73,966.1,16483.77,34,no,11,no,4198.0,1.7,yes
68,12049.16,7346.75,17,no,15,no,2549.0,2.5,yes
70,3533.4,18562.65,3,no,9,no,4491.0,1.7,no
60,9092.47,10026.77,31,no,0,no,2205.3,7.1,no
55,9569.08,33546.52,37,yes,3,no,523.3,4.7,yes
57,8037.84,19639.2,35,no,13,no,4999.2,2.4,yes
23,13617.72,4732.97,29,yes,7,no,1381.3,6.8,yes
56,14475.56,41201.4,16,no,10,no,1224.2,4.9,no
37,9504.39,25436.05,27,no,3,no,550.6,6.0,no
42,1629.59,47575.72,8,no,1,no,3202.5,4.9,no
30,4977.82,4151.97,21,no,6,no,1801.0,5.6,no
49,6419.98,28694.23,25,no,17,no,2619.6,1.3,no
56,5037.41,23401.66,25,yes,11,no,608.8,2.0,no
23,6415.44,17340.17,48,no,7,no,879.4,8.0,no
37,14709.8,32228.44,49,no,20,yes,4513.5,3.2,yes
48,3832.38,19936.71,16,no,14,no,550.6,6.5,no
71,12386.2,22050.38,32,no,6,no,24.6,8.6,yes
21,4483.88,7567.7,10,no,4,no,637.2,7.4,no
73,13874.47,36297.81,13,no,5,no,1630.0,3.2,no
44,3232.37,41573.23,25,no,2,no,2004.3,9.7,no
46,737.22,48491.22,30,yes,16,no,4530.5,5.5,yes
57,4761.82,29219.24,11,no,23,no,4283.5,4.8,no
69,7894.65,17162.9,23,yes,4,no,202.4,6.9,no
43,797.6,29072.36,20,no,6,no,1091.0,7.2,no
43,923.51,26418.42,5,no,11,no,804.6,4.6,yes
73,12317.3,8566.96,37,no,22,no,4779.5,7.3,yes
70,12714.42,17177.52,18,no,3,no,4702.2,7.2,yes
61,6130.75,48634.47,25,no,7,no,166.6,7.0,no
42,5332.17,35888.88,7,no,16,no,2666.0,3.7,no
63,7123.72,39035.54,39,no,12,no,3731.5,9.6,no
50,5356.4,41615.09,8,no,11,no,1318.7,2.3,no
25,2300.32,48223.11,14,no,16,no,3321.0,1.4,no
46,14486.77,5855.95,48,no,16,no,2442.9,3.6,yes
45,4614.58,37345.22,30,no,10,no,1604.8,4.1,no
45,7517.46,35859.94,8,no,4,no,3204.7,8.2,yes
18,1233.75,27905.86,31,no,8,no,3002.4,8.7,yes
50,1012.07,2892.66,7,no,7,no,397.3,4.5,no
71,9505.69,609.11,25,no,9,yes,2765.5,8.1,yes
33,7056.84,46342.57,19,no,10,no,1489.1,2.1,no
30,7468.145,11041.06,3,yes,19,no,2440.2,1.9,yes
72,5537.72,18722.33,36,no,12,no,2277.2,5.5,yes
53,6864.09,2910.84,2,no,22,no,2822.7,8.1,yes
40,3935.36,46598.66,32,no,2,no,2939.3,7.2,no
48,11054.33,19152.33,38,no,15,no,4729.7,8.0,yes
72,9900.59,19840.0,25,no,12,no,3911.5,8.5,no
74,8343.39,18489.24,33,no,19,no,738.2,6.3,yes
61,13137.69,21785.34,15,no,16,no,3957.0,5.0,no
70,1540.76,17874.95,37,no,20,no,3909.4,8.0,no
34,2522.56,18181.86,31,no,17,no,4749.0,2.0,no
45,7448.89,18876.52,48,no,11,no,3913.9,8.8,yes
22,9482.39,21913.36,16,no,15,no,360.4,6.4,no
27,8571.94,35215.29,33,no,5,no,4160.0,5.3,yes
59,8178.31,16650.5,48,no,10,no,4345.8,4.6,yes
24,7417.54,32424.05,22,no,6,no,4261.3,6.8,no
50,10624.52,42330.23,27,no,18,no,1823.0,6.9,no
19,6710.43,4159.45,42,no,6,no,3401.1,9.7,no
59,2679.47,2586.57,4,no,5,no,2610.0,7.6,no
37,2177.88,46044.73,37,no,20,no,3849.1,2.3,no
49,11971.33,42379.3,24,no,3,no,2651.3,3.0,yes
44,12829.18,18942.23,4,no,11,no,3683.3,6.2,yes
54,5075.2,41516.21,8,no,1,no,4910.4,3.5,no
68,14631.15,20732.53,5,no,11,no,4964.7,4.5,no
72,11014.14,43133.98,27,no,15,yes,2500.6287832408643,8.2,yes
50,8826.37,47012.62,25,no,5,no,1415.6,9.7,no
46,12327.12,18925.54,42,no,12,no,2848.0,2.4,no
47,2027.84,49132.48,1,no,21,no,4434.2,2.1,no
71,9619.96,8170.56,49,no,8,no,1149.1,1.1,no
18,11765.39,11368.57,39,no,19,no,3842.5,4.2,yes
42,8174.49,42575.2,43,no,2,no,4022.7,6.6,no
35,11003.74,19388.32,32,no,1,no,3509.6,2.6,yes
62,11057.99,42321.15,19,no,13,no,1538.4,2.3,no
55,12114.46,14808.47,48,no,13,no,663.9,2.1,no
58,730.86,16508.14,10,no,17,no,4268.9,2.7,no
46,677.91,13073.76,25,no,17,no,1886.3,3.1,no
32,2024.25,35713.91,27,no,6,no,642.2,7.6,no
32,575.94,36738.34,5,no,0,no,2852.4,3.6,no
45,5893.25,15357.7,44,no,16,yes,2786.1,7.7,yes
42,13716.46,10242.88,15,no,19,no,3008.6,8.8,yes
72,10183.93,48759.1,35,no,16,no,2680.5,9.8,yes
21,6260.64,36422.27,17,no,3,yes,1304.6,5.6,yes
46,1088.3,791.42,21,no,18,no,1695.1,4.4,no
38,777.98,2274.87,19,no,0,no,3030.1,5.1,no
38,6890.15,23473.62,22,no,15,no,1985.4,4.1,no
56,13963.39,36575.31,4,no,5,no,3475.5,3.5,yes
33,10287.1,4943.66,42,no,15,no,3480.6,1.4,no
60,13658.68,1759.97,42,no,8,no,1005.5,2.5,no
18,3192.31,11846.78,30,no,7,no,3294.3,7.6,yes
72,3201.94,27917.54,32,no,4,no,4401.0,2.2,no
18,6131.43,4290.76,35,no,22,no,4194.0,8.0,yes
27,12824.55,832.7,16,no,16,no,4065.8,5.2,yes
65,1962.13,43639.01,37,no,0,no,2500.6287832408643,1.7,no
33,14509.42,26339.28,44,no,13,no,24.0,1.3,no
50,619.65,15608.39,13,no,23,no,2164.9,5.5,no
46,8663.82,14378.79,44,no,2,no,4001.9,5.50938715643135,no
59,3288.4,7155.52,44,no,23,no,4231.9,9.1,yes
58,1682.53,17698.38,7,no,15,no,1597.6,9.0,no
28,7612.33,13217.92,26,no,4,no,4073.8,6.7,yes
44,886.74,10839.3,19,no,14,no,1142.7,8.2,no
32,12501.14,44048.08,29,no,2,no,3450.1,3.5,yes
69,11757.77,47378.51,33,no,14,no,3036.1,7.7,no
49,14706.52,37509.95,22,no,23,yes,4449.2,6.8,yes
57,5286.89,16751.48,7,no,13,no,4930.5,8.8,no
19,7994.63,27221.88,1,yes,3,no,3829.1,8.8,yes
32,1579.74,28349.71,17,yes,19,no,903.8,9.0,yes
65,1617.54,48440.28,36,no,17,no,4235.3,6.7,yes
60,8033.46,3295.27,1,no,21,no,2555.0,4.3,no
70,11597.81,38409.3,46,no,9,yes,502.3,4.3,yes
46,9222.84,21667.95,48,no,17,yes,2011.6,6.3,yes
50,8884.52,2094.84,10,no,23,yes,4814.4,2.8,yes
21,1942.39,29461.36,36,no,8,no,3912.9,9.7,yes
54,10057.51,21301.99,19,no,15,no,1028.3,3.9,yes
53,864.34,40024.02,26,yes,20,no,4165.8,3.8,no
52,4760.87,18927.78,6,no,15,no,3460.3,7.4,no
50,3935.46,26597.74,17,no,5,no,2417.5,5.0,no
23,12613.05,45967.38,8,no,19,no,2486.8,2.8,no
